2026-08-16T16:37:05Z [warning] [ai.aura.local:wake] [audio] Wake frame 186 was no longer retained; dropping metadata-only input
2026-08-16T16:37:05Z [warning] [ai.aura.local:wake] [audio] Wake frame 187 was no longer retained; dropping metadata-only input
2026-08-16T16:37:05Z [warning] [ai.aura.local:wake] [audio] Wake frame 188 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 189 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 190 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 191 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 192 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 193 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 194 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 195 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 196 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 197 was no longer retained; dropping metadata-only input
2026-08-16T16:37:06Z [warning] [ai.aura.local:wake] [audio] Wake frame 198 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 199 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 200 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 201 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 202 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 203 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 204 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 205 was no longer retained; dropping metadata-only input
2026-08-16T16:37:07Z [warning] [ai.aura.local:wake] [audio] Wake frame 206 was no longer retained; dropping metadata-only input
